project,module,commit,path_test,test_name,path_src,class_name,mutation,no_mutations,line_coverage,isAssertionRoulette,isEagerTest,isLazyTest,isMysteryGuest,isSensitiveEquality,isResourceOptimism,isForTestersOnly,isIndirectTesting,LOC_prod,HALSTEAD_prod,RFC_prod,CBO_prod,MPC_prod,IFC_prod,DAC_prod,DAC2_prod,LCOM1_prod,LCOM2_prod,LCOM3_prod,LCOM4_prod,CONNECTIVITY_prod,LCOM5_prod,COH_prod,TCC_prod,LCC_prod,ICH_prod,WMC_prod,NOA_prod,NOPA_prod,NOP_prod,McCABE_prod,BUSWEIMER_prod,LOC_test,HALSTEAD_test,RFC_test,CBO_test,MPC_test,IFC_test,DAC_test,DAC2_test,LCOM1_test,LCOM2_test,LCOM3_test,LCOM4_test,CONNECTIVITY_test,LCOM5_test,COH_test,TCC_test,LCC_test,ICH_test,WMC_test,NOA_test,NOPA_test,NOP_test,McCABE_test,BUSWEIMER_test,csm_CDSBP,csm_CC,csm_FD,csm_Blob,csm_SC,csm_MC,csm_LM,csm_FE,prod_readability,test_readability
RxJava,,be0353cc6334fbb60a285f2f4f4ba88150f099e6,/home/ubuntu/scripts_mutation/projects/RxJava/src/test/java/io/reactivex/internal/observers/FutureObserverTest.java,io.reactivex.internal.observers.FutureObserverTest,/home/ubuntu/scripts_mutation/projects/RxJava/src/main/java/io/reactivex/internal/observers/FutureObserver.java,io.reactivex.internal.observers.FutureObserver,0.7829457364341085,129.0,0.8769230769230769,1,1,0,0,1,0,0,1,175,852.4320806631952,41,9,29,2,3,3,38,10,28,35,0.4363636363636363,4,0.3888888888888889,2,3,1.0769230769230769,12,3,0,0,33,0.0,366,997.2571818136622,155,13,130,130,1,1,0,0,300,300,1.0,0,1.0,12,12,0.0,25,1,0,0,51,0.0,0,0,0,0,0,0,0,0,0.7545339912176132,0.7189421141147614
RxJava,,be0353cc6334fbb60a285f2f4f4ba88150f099e6,/home/ubuntu/scripts_mutation/projects/RxJava/src/test/java/io/reactivex/internal/observers/EmptyCompletableObserverTest.java,io.reactivex.internal.observers.EmptyCompletableObserverTest,/home/ubuntu/scripts_mutation/projects/RxJava/src/main/java/io/reactivex/internal/observers/EmptyCompletableObserver.java,io.reactivex.internal.observers.EmptyCompletableObserver,0.16666666666666666,18.0,0.16666666666666666,1,0,0,0,0,0,0,0,62,187.98366662549347,12,7,6,6,1,1,15,15,0,0,-0.5,6,0.0,0,0,2.0,6,1,0,1,8,0.0024330564774572854,28,43.27459434701642,3,2,2,2,0,0,0,0,0,0,1.0,0,0.0,0,0,0.0,1,0,0,0,1,0.5072962641716003,0,0,0,0,0,0,0,0,0.8651041388511658,0.6961164474487305
RxJava,,be0353cc6334fbb60a285f2f4f4ba88150f099e6,/home/ubuntu/scripts_mutation/projects/RxJava/src/test/java/io/reactivex/internal/observers/DisposableLambdaObserverTest.java,io.reactivex.internal.observers.DisposableLambdaObserverTest,/home/ubuntu/scripts_mutation/projects/RxJava/src/main/java/io/reactivex/internal/observers/DisposableLambdaObserver.java,io.reactivex.internal.observers.DisposableLambdaObserver,0.4375,32.0,0.5588235294117647,1,1,0,0,0,0,0,0,92,384.84479067165427,21,6,14,3,4,4,3,0,18,18,0.8,1,0.5,2,2,2.0,7,4,0,0,17,0.0001272612134926021,66,175.50710363524144,15,10,12,12,0,0,3,3,0,0,-2.0,0,0.0,0,0,0.0,3,0,0,0,5,0.0002947924949694425,0,0,0,0,0,0,0,0,0.7655802965164185,0.6319115956624349
RxJava,,be0353cc6334fbb60a285f2f4f4ba88150f099e6,/home/ubuntu/scripts_mutation/projects/RxJava/src/test/java/io/reactivex/internal/observers/DeferredScalarObserverTest.java,io.reactivex.internal.observers.DeferredScalarObserverTest,/home/ubuntu/scripts_mutation/projects/RxJava/src/main/java/io/reactivex/internal/observers/DeferredScalarObserver.java,io.reactivex.internal.observers.DeferredScalarObserver,0.875,16.0,1.0,1,1,0,0,0,0,0,1,73,486.15241692879783,10,3,5,5,2,2,9,8,1,1,-0.5,4,0.2,0,0,2.0,5,2,0,1,9,0.020689470693469048,511,945.6594102373664,215,9,181,3,4,2,349,137,212,364,0.6268939393939394,9,0.17647058823529413,10,13,1.392156862745098,34,4,0,0,38,0.0,0,0,0,0,0,0,0,0,0.8530900001525878,0.6202360446515837
RxJava,,be0353cc6334fbb60a285f2f4f4ba88150f099e6,/home/ubuntu/scripts_mutation/projects/RxJava/src/test/java/io/reactivex/internal/observers/ConsumerSingleObserverTest.java,io.reactivex.internal.observers.ConsumerSingleObserverTest,/home/ubuntu/scripts_mutation/projects/RxJava/src/main/java/io/reactivex/internal/observers/ConsumerSingleObserver.java,io.reactivex.internal.observers.ConsumerSingleObserver,0.2727272727272727,33.0,0.20833333333333331,1,0,0,0,0,0,0,0,83,342.82152157900885,18,9,11,5,3,3,15,9,6,6,0.0,2,0.2857142857142857,0,0,1.5,7,3,0,1,13,0.00010989821748808026,39,65.94410963033363,8,3,6,6,0,0,1,1,0,0,-2.0,0,0.0,0,1,0.0,2,0,0,0,2,0.002696133917197585,0,0,0,0,0,0,0,0,0.7427743205002376,0.2467203214764595
RxJava,,be0353cc6334fbb60a285f2f4f4ba88150f099e6,/home/ubuntu/scripts_mutation/projects/RxJava/src/test/java/io/reactivex/internal/observers/QueueDrainObserverTest.java,io.reactivex.internal.observers.QueueDrainObserverTest,/home/ubuntu/scripts_mutation/projects/RxJava/src/main/java/io/reactivex/internal/observers/QueueDrainObserver.java,io.reactivex.internal.observers.QueueDrainObserver,0.6966292134831461,89.0,0.9428571428571428,1,0,0,0,0,0,0,1,145,850.5207183742642,29,5,19,3,5,4,42,39,3,9,0.0,2,0.18,0,0,1.0,10,5,0,0,25,0.0,162,453.9244664944676,59,5,40,1,0,0,171,171,0,37,0.12418300653594773,0,0.0,1,6,0.8076923076923077,19,0,0,0,23,0.0,0,0,0,0,0,0,0,0,0.8049424588680267,0.7592933021093671
RxJava,,be0353cc6334fbb60a285f2f4f4ba88150f099e6,/home/ubuntu/scripts_mutation/projects/RxJava/src/test/java/io/reactivex/internal/observers/CallbackCompletableObserverTest.java,io.reactivex.internal.observers.CallbackCompletableObserverTest,/home/ubuntu/scripts_mutation/projects/RxJava/src/main/java/io/reactivex/internal/observers/CallbackCompletableObserver.java,io.reactivex.internal.observers.CallbackCompletableObserver,0.2727272727272727,33.0,0.3,1,0,0,0,0,0,0,0,91,355.14906732666464,21,8,12,3,3,3,21,6,15,15,0.25,3,0.3333333333333333,1,1,1.25,9,3,0,1,15,0.0,38,65.94410963033363,7,3,5,5,0,0,1,1,0,0,-2.0,0,0.0,0,0,0.0,2,0,0,0,2,0.12025068700313568,0,0,0,0,0,0,0,0,0.7805088361104331,0.4961245208978653
RxJava,,be0353cc6334fbb60a285f2f4f4ba88150f099e6,/home/ubuntu/scripts_mutation/projects/RxJava/src/test/java/io/reactivex/internal/observers/BlockingMultiObserverTest.java,io.reactivex.internal.observers.BlockingMultiObserverTest,/home/ubuntu/scripts_mutation/projects/RxJava/src/main/java/io/reactivex/internal/observers/BlockingMultiObserver.java,io.reactivex.internal.observers.BlockingMultiObserver,0.4807692307692308,104.0,0.7123287671232876,1,1,0,0,0,0,0,1,189,1072.536205615146,41,5,30,30,4,4,37,19,18,23,0.2888888888888889,2,0.2954545454545455,2,2,0.0,11,4,0,0,32,0.0,150,365.5902035398767,68,8,55,55,0,0,78,78,0,0,-0.18181818181818185,0,0.0,0,5,0.0,13,0,0,0,19,0.0,0,0,0,0,0,0,0,0,0.8294157385826111,0.6339466365484091
RxJava,,be0353cc6334fbb60a285f2f4f4ba88150f099e6,/home/ubuntu/scripts_mutation/projects/RxJava/src/test/java/io/reactivex/internal/observers/FutureSingleObserverTest.java,io.reactivex.internal.observers.FutureSingleObserverTest,/home/ubuntu/scripts_mutation/projects/RxJava/src/main/java/io/reactivex/internal/observers/FutureSingleObserver.java,io.reactivex.internal.observers.FutureSingleObserver,0.6442307692307693,104.0,0.8867924528301887,1,1,0,0,1,0,0,1,152,737.1069247324926,36,8,25,2,3,3,35,15,20,26,0.3555555555555556,3,0.3636363636363637,2,2,1.1111111111111112,11,3,0,0,28,0.0,191,593.4723141091489,78,10,64,64,0,0,91,91,0,6,-0.08974358974358974,0,0.0,0,6,0.0,14,0,0,0,25,0.0,0,0,0,0,0,0,0,0,0.7516916827722029,0.7296940790755408
RxJava,,be0353cc6334fbb60a285f2f4f4ba88150f099e6,/home/ubuntu/scripts_mutation/projects/RxJava/src/test/java/io/reactivex/internal/observers/BasicQueueDisposableTest.java,io.reactivex.internal.observers.BasicQueueDisposableTest,/home/ubuntu/scripts_mutation/projects/RxJava/src/main/java/io/reactivex/internal/observers/BasicQueueDisposable.java,io.reactivex.internal.observers.BasicQueueDisposable,1.0,2.0,1.0,0,0,0,0,0,0,1,1,34,189.9694769955976,2,1,0,0,0,0,1,1,0,0,-2.0,0,0.0,0,0,0.0,2,0,0,0,4,0.9452590942382812,64,171.68461724534504,10,2,2,2,1,1,27,26,1,1,-0.2857142857142857,6,0.25,0,0,0.0,8,1,0,0,13,0.002073571551591158,0,0,0,0,0,0,0,0,0.903354674577713,0.92486010491848
RxJava,,be0353cc6334fbb60a285f2f4f4ba88150f099e6,/home/ubuntu/scripts_mutation/projects/RxJava/src/test/java/io/reactivex/internal/observers/BlockingFirstObserverTest.java,io.reactivex.internal.observers.BlockingFirstObserverTest,/home/ubuntu/scripts_mutation/projects/RxJava/src/main/java/io/reactivex/internal/observers/BlockingFirstObserver.java,io.reactivex.internal.observers.BlockingFirstObserver,0.7272727272727273,11.0,0.9,1,1,0,0,0,0,0,0,39,188.39991385551815,5,0,3,3,0,0,1,1,0,0,-2.0,0,0.0,0,0,0.0,2,0,0,0,4,0.7963980436325073,48,98.04163717195027,11,4,10,10,0,0,0,0,0,0,1.0,0,0.0,0,0,0.0,1,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0.8283546268939972,0.4183204472064972
RxJava,,be0353cc6334fbb60a285f2f4f4ba88150f099e6,/home/ubuntu/scripts_mutation/projects/RxJava/src/test/java/io/reactivex/internal/observers/LambdaObserverTest.java,io.reactivex.internal.observers.LambdaObserverTest,/home/ubuntu/scripts_mutation/projects/RxJava/src/main/java/io/reactivex/internal/observers/LambdaObserver.java,io.reactivex.internal.observers.LambdaObserver,0.9,60.0,1.0,1,1,0,0,1,0,0,0,114,519.4747238577277,31,9,23,5,5,5,13,0,15,20,0.6190476190476191,1,0.3,2,2,2.5,8,5,0,1,23,0.0,410,1001.5470986251511,179,13,135,135,0,0,946,946,0,0,-0.047619047619047616,0,0.0,0,13,0.0,44,0,0,0,82,0.0,0,0,0,0,0,0,0,0,0.7766504213213921,0.7405319555069912
RxJava,,be0353cc6334fbb60a285f2f4f4ba88150f099e6,/home/ubuntu/scripts_mutation/projects/RxJava/src/test/java/io/reactivex/internal/observers/BasicFuseableObserverTest.java,io.reactivex.internal.observers.BasicFuseableObserverTest,/home/ubuntu/scripts_mutation/projects/RxJava/src/main/java/io/reactivex/internal/observers/BasicFuseableObserver.java,io.reactivex.internal.observers.BasicFuseableObserver,0.061538461538461535,65.0,0.25,1,1,0,0,0,0,0,1,183,1314.168380145902,28,6,14,4,5,5,73,55,18,21,0.10256410256410256,2,0.21428571428571427,1,1,3.6666666666666665,14,5,0,0,33,0.0,77,231.394310138375,14,4,5,5,0,0,36,36,0,1,-0.25,0,0.0,0,0,0.0,9,0,0,0,22,0.0,0,0,0,0,0,0,0,0,0.9072214705603464,0.8553620444403754
RxJava,,be0353cc6334fbb60a285f2f4f4ba88150f099e6,/home/ubuntu/scripts_mutation/projects/RxJava/src/test/java/io/reactivex/internal/subscriptions/DeferredScalarSubscriptionTest.java,io.reactivex.internal.subscriptions.DeferredScalarSubscriptionTest,/home/ubuntu/scripts_mutation/projects/RxJava/src/main/java/io/reactivex/internal/subscriptions/DeferredScalarSubscription.java,io.reactivex.internal.subscriptions.DeferredScalarSubscription,0.2275862068965517,145.0,0.5846153846153846,1,1,0,0,0,0,0,1,204,1667.1279134234612,28,2,18,18,11,4,23,1,22,22,0.3611111111111111,0,0.2545454545454545,2,2,0.0,10,11,0,1,26,0.0,138,357.76867889247376,42,5,30,30,0,0,66,66,0,4,-0.12727272727272726,0,0.0,0,2,0.0,12,0,0,0,17,0.0,0,0,0,0,0,0,0,0,0.8727717816829681,0.63650435830156
RxJava,,be0353cc6334fbb60a285f2f4f4ba88150f099e6,/home/ubuntu/scripts_mutation/projects/RxJava/src/test/java/io/reactivex/internal/subscriptions/AsyncSubscriptionTest.java,io.reactivex.internal.subscriptions.AsyncSubscriptionTest,/home/ubuntu/scripts_mutation/projects/RxJava/src/main/java/io/reactivex/internal/subscriptions/AsyncSubscription.java,io.reactivex.internal.subscriptions.AsyncSubscription,0.925925925925926,27.0,1.0,1,1,0,0,0,0,0,0,94,627.4373079385265,18,4,9,9,3,3,17,0,19,20,0.42857142857142855,3,0.3703703703703704,2,2,0.0,9,3,0,1,15,0.0,213,331.67001990171724,86,5,73,73,0,0,78,78,0,0,-0.18181818181818185,0,0.0,0,20,0.0,13,0,0,0,27,0.0,0,0,0,0,0,0,0,0,0.8540263175964355,0.7069879082533029
RxJava,,be0353cc6334fbb60a285f2f4f4ba88150f099e6,/home/ubuntu/scripts_mutation/projects/RxJava/src/test/java/io/reactivex/internal/subscriptions/SubscriptionArbiterTest.java,io.reactivex.internal.subscriptions.SubscriptionArbiterTest,/home/ubuntu/scripts_mutation/projects/RxJava/src/main/java/io/reactivex/internal/subscriptions/SubscriptionArbiter.java,io.reactivex.internal.subscriptions.SubscriptionArbiter,0.38495575221238937,226.0,0.6271186440677966,1,1,0,0,0,0,0,0,282,1317.1818385202987,44,4,35,11,8,5,19,2,17,22,0.5,1,0.3194444444444444,2,2,4.333333333333333,9,8,0,1,30,0.0,184,405.0153560404128,49,5,40,40,0,0,36,36,0,0,-0.2857142857142857,0,0.0,0,6,0.0,9,0,0,0,9,0.0,0,0,0,0,0,0,0,0,0.7602316637833914,0.5765499307049645
RxJava,,be0353cc6334fbb60a285f2f4f4ba88150f099e6,/home/ubuntu/scripts_mutation/projects/RxJava/src/test/java/io/reactivex/internal/subscriptions/ScalarSubscriptionTest.java,io.reactivex.internal.subscriptions.ScalarSubscriptionTest,/home/ubuntu/scripts_mutation/projects/RxJava/src/main/java/io/reactivex/internal/subscriptions/ScalarSubscription.java,io.reactivex.internal.subscriptions.ScalarSubscription,0.05263157894736842,57.0,0.32,1,0,0,0,0,0,0,0,110,729.9919860612092,21,4,11,11,6,4,37,29,8,8,-0.027777777777777776,1,0.21666666666666667,0,1,0.0,10,6,0,1,20,0.00048342091031372547,50,144.6972344655693,7,5,5,5,0,0,1,1,0,0,-2.0,0,0.0,0,0,0.0,2,0,0,0,2,0.00030019888072274625,0,0,0,0,0,0,0,0,0.8900369465351105,0.3436564952135086
RxJava,,be0353cc6334fbb60a285f2f4f4ba88150f099e6,/home/ubuntu/scripts_mutation/projects/RxJava/src/test/java/io/reactivex/internal/subscriptions/ArrayCompositeSubscriptionTest.java,io.reactivex.internal.subscriptions.ArrayCompositeSubscriptionTest,/home/ubuntu/scripts_mutation/projects/RxJava/src/main/java/io/reactivex/internal/subscriptions/ArrayCompositeSubscription.java,io.reactivex.internal.subscriptions.ArrayCompositeSubscription,0.8472222222222222,72.0,1.0,1,1,0,0,0,0,0,0,102,878.8365683498926,16,3,11,11,1,1,10,10,0,0,-0.6666666666666666,5,0.0,0,2,0.0,5,1,0,1,15,0.0,136,356.88209935083876,27,3,20,20,0,0,21,21,0,0,-0.4,0,0.0,0,2,0.0,7,0,0,0,9,0.0,0,0,0,0,0,0,0,0,0.8101044178009034,0.6329507529735565
RxJava,,be0353cc6334fbb60a285f2f4f4ba88150f099e6,/home/ubuntu/scripts_mutation/projects/RxJava/src/test/java/io/reactivex/internal/disposables/ArrayCompositeDisposableTest.java,io.reactivex.internal.disposables.ArrayCompositeDisposableTest,/home/ubuntu/scripts_mutation/projects/RxJava/src/main/java/io/reactivex/internal/disposables/ArrayCompositeDisposable.java,io.reactivex.internal.disposables.ArrayCompositeDisposable,0.8333333333333334,66.0,1.0,1,1,0,0,0,0,0,0,96,854.9177907883956,16,2,11,11,1,1,10,10,0,2,-0.3333333333333333,5,0.0,0,1,0.0,5,1,0,1,15,0.0,118,348.41634903521964,27,4,20,20,0,0,21,21,0,0,-0.4,0,0.0,0,3,0.0,7,0,0,0,10,0.0,0,0,0,0,0,0,0,0,0.8128136157989502,0.7618496588298252
RxJava,,be0353cc6334fbb60a285f2f4f4ba88150f099e6,/home/ubuntu/scripts_mutation/projects/RxJava/src/test/java/io/reactivex/internal/disposables/CancellableDisposableTest.java,io.reactivex.internal.disposables.CancellableDisposableTest,/home/ubuntu/scripts_mutation/projects/RxJava/src/main/java/io/reactivex/internal/disposables/CancellableDisposable.java,io.reactivex.internal.disposables.CancellableDisposable,0.8571428571428571,21.0,1.0,1,1,0,0,0,0,0,0,56,318.78314050316493,9,5,6,6,1,1,3,3,0,0,-2.0,3,0.0,0,0,0.0,3,1,0,1,7,0.3016103804111481,111,309.5540078407901,33,8,26,26,0,0,21,21,0,0,-0.4,0,0.0,0,4,0.0,7,0,0,0,14,0.0,0,0,0,0,0,0,0,0,0.8246090213457743,0.7918579918997628
RxJava,,be0353cc6334fbb60a285f2f4f4ba88150f099e6,/home/ubuntu/scripts_mutation/projects/RxJava/src/test/java/io/reactivex/internal/disposables/ListCompositeDisposableTest.java,io.reactivex.internal.disposables.ListCompositeDisposableTest,/home/ubuntu/scripts_mutation/projects/RxJava/src/main/java/io/reactivex/internal/disposables/ListCompositeDisposable.java,io.reactivex.internal.disposables.ListCompositeDisposable,0.6503496503496503,143.0,1.0,1,1,0,0,0,0,0,1,187,783.7764579495297,33,5,22,1,2,2,29,3,26,32,0.4888888888888889,5,0.5909090909090909,2,3,1.0,11,2,0,0,32,0.0,413,762.011931575958,137,6,102,102,0,0,595,595,0,44,0.017825311942959002,0,0.0,1,15,0.0,35,0,0,0,51,0.0,0,0,0,0,0,0,0,0,0.7164380360733379,0.7924800557749612
RxJava,,be0353cc6334fbb60a285f2f4f4ba88150f099e6,/home/ubuntu/scripts_mutation/projects/RxJava/src/test/java/io/reactivex/internal/schedulers/SchedulerPoolFactoryTest.java,io.reactivex.internal.schedulers.SchedulerPoolFactoryTest,/home/ubuntu/scripts_mutation/projects/RxJava/src/main/java/io/reactivex/internal/schedulers/SchedulerPoolFactory.java,io.reactivex.internal.schedulers.SchedulerPoolFactory,1.0,39.0,1.0,1,1,0,0,0,0,0,0,159,1009.5506671914076,18,3,12,4,6,5,12,9,3,5,0.0,1,0.19444444444444445,1,1,0.6666666666666666,6,6,2,0,16,0.0,146,377.76853333768736,42,6,32,32,0,0,45,45,0,0,-0.25,0,0.0,0,3,0.0,10,0,0,0,12,0.0,0,0,0,0,0,0,0,0,0.6882302537560463,0.7353842914104461
RxJava,,be0353cc6334fbb60a285f2f4f4ba88150f099e6,/home/ubuntu/scripts_mutation/projects/RxJava/src/test/java/io/reactivex/internal/schedulers/ScheduledDirectPeriodicTaskTest.java,io.reactivex.internal.schedulers.ScheduledDirectPeriodicTaskTest,/home/ubuntu/scripts_mutation/projects/RxJava/src/main/java/io/reactivex/internal/schedulers/ScheduledDirectPeriodicTask.java,io.reactivex.internal.schedulers.ScheduledDirectPeriodicTask,0.2857142857142857,7.0,1.0,1,0,0,0,0,0,0,1,46,255.27894221046643,6,1,4,4,1,1,1,1,0,0,-2.0,2,0.0,0,0,0.0,2,1,0,1,3,0.6658810377120972,44,123.23740116963155,6,5,4,4,0,0,1,1,0,1,0.0,0,0.0,0,0,0.0,2,0,0,0,4,0.05886576697230339,0,0,0,0,0,0,0,0,0.7044163644313812,0.7866900861263275
RxJava,,be0353cc6334fbb60a285f2f4f4ba88150f099e6,/home/ubuntu/scripts_mutation/projects/RxJava/src/test/java/io/reactivex/internal/schedulers/ScheduledRunnableTest.java,io.reactivex.internal.schedulers.ScheduledRunnableTest,/home/ubuntu/scripts_mutation/projects/RxJava/src/main/java/io/reactivex/internal/schedulers/ScheduledRunnable.java,io.reactivex.internal.schedulers.ScheduledRunnable,0.782258064516129,124.0,1.0,1,1,0,0,0,0,0,1,140,968.9760386052727,24,5,18,18,9,4,8,1,7,8,0.3,0,0.4259259259259259,1,1,0.0,6,9,0,1,21,0.0,396,1028.703842376896,157,11,123,123,0,0,561,561,0,133,0.1893939393939394,0,0.0,3,16,0.0,34,0,0,0,55,0.0,0,0,0,0,0,0,0,0,0.7538480559984843,0.6848857240641818
RxJava,,be0353cc6334fbb60a285f2f4f4ba88150f099e6,/home/ubuntu/scripts_mutation/projects/RxJava/src/test/java/io/reactivex/internal/schedulers/ImmediateThinSchedulerTest.java,io.reactivex.internal.schedulers.ImmediateThinSchedulerTest,/home/ubuntu/scripts_mutation/projects/RxJava/src/main/java/io/reactivex/internal/schedulers/ImmediateThinScheduler.java,io.reactivex.internal.schedulers.ImmediateThinScheduler,0.7142857142857143,7.0,1.0,1,1,0,0,0,0,0,0,105,629.2170295448749,6,4,1,1,3,3,10,10,0,0,-0.6666666666666666,2,0.13333333333333333,0,0,0.0,5,3,1,0,9,0.0,78,171.4764539752544,21,5,13,13,0,0,28,28,0,2,-0.2380952380952381,0,0.0,0,0,0.0,8,0,0,0,8,0.0,0,0,0,0,0,0,0,0,0.8160729289054871,0.6501632817089558
RxJava,,be0353cc6334fbb60a285f2f4f4ba88150f099e6,/home/ubuntu/scripts_mutation/projects/RxJava/src/test/java/io/reactivex/internal/schedulers/AbstractDirectTaskTest.java,io.reactivex.internal.schedulers.AbstractDirectTaskTest,/home/ubuntu/scripts_mutation/projects/RxJava/src/main/java/io/reactivex/internal/schedulers/AbstractDirectTask.java,io.reactivex.internal.schedulers.AbstractDirectTask,0.9107142857142856,56.0,0.9583333333333334,1,1,0,0,0,0,0,0,86,441.1673612439485,14,5,9,9,5,4,6,2,4,4,0.0,0,0.4,0,0,0.0,5,5,0,1,12,0.002293001394718885,243,400.8806082717134,55,5,39,39,7,1,99,78,21,21,0.057142857142857134,2,0.0625,0,0,0.0,16,7,0,7,31,0.0,0,0,0,0,0,0,0,0,0.7804291248321533,0.8117565475404263
RxJava,,be0353cc6334fbb60a285f2f4f4ba88150f099e6,/home/ubuntu/scripts_mutation/projects/RxJava/src/test/java/io/reactivex/internal/schedulers/RxThreadFactoryTest.java,io.reactivex.internal.schedulers.RxThreadFactoryTest,/home/ubuntu/scripts_mutation/projects/RxJava/src/main/java/io/reactivex/internal/schedulers/RxThreadFactory.java,io.reactivex.internal.schedulers.RxThreadFactory,0.6176470588235294,34.0,0.875,1,1,0,0,1,0,0,0,90,466.6908319091986,10,2,5,5,4,4,0,0,10,10,1.0,1,0.5,2,2,0.0,5,4,0,1,7,0.00013131559535395354,34,59.948128918474744,7,3,6,6,0,0,0,0,0,0,1.0,0,0.0,0,0,0.0,1,0,0,0,1,0.05788137763738632,0,0,0,0,0,0,0,0,0.837508499622345,0.7388470768928528
RxJava,,be0353cc6334fbb60a285f2f4f4ba88150f099e6,/home/ubuntu/scripts_mutation/projects/RxJava/src/test/java/io/reactivex/internal/schedulers/DisposeOnCancelTest.java,io.reactivex.internal.schedulers.DisposeOnCancelTest,/home/ubuntu/scripts_mutation/projects/RxJava/src/main/java/io/reactivex/internal/schedulers/DisposeOnCancel.java,io.reactivex.internal.schedulers.DisposeOnCancel,0.9230769230769232,13.0,1.0,1,1,0,0,0,0,0,0,58,269.48232390085536,7,2,1,1,1,1,14,13,1,1,-0.4,4,0.3333333333333333,0,0,0.0,6,1,0,0,13,0.04689408093690872,42,79.93991228517672,8,4,7,7,0,0,0,0,0,0,1.0,0,0.0,0,0,0.0,1,0,0,0,2,0.021667292341589928,0,0,0,0,0,0,0,0,0.8838544587294259,0.6486742496490479
RxJava,,be0353cc6334fbb60a285f2f4f4ba88150f099e6,/home/ubuntu/scripts_mutation/projects/RxJava/src/test/java/io/reactivex/internal/schedulers/InstantPeriodicTaskTest.java,io.reactivex.internal.schedulers.InstantPeriodicTaskTest,/home/ubuntu/scripts_mutation/projects/RxJava/src/main/java/io/reactivex/internal/schedulers/InstantPeriodicTask.java,io.reactivex.internal.schedulers.InstantPeriodicTask,0.6022727272727273,88.0,1.0,1,1,0,0,0,0,0,1,107,579.7060382018997,23,5,17,17,6,5,1,0,14,14,0.9,0,0.5277777777777778,2,2,1.0,6,6,0,0,18,0.0,277,487.41102453351823,92,8,72,72,0,0,190,190,0,8,-0.06432748538011697,0,0.0,0,8,0.0,20,0,0,0,38,0.0,0,0,0,0,0,0,0,0,0.5822039892276129,0.7473590865731239
RxJava,,be0353cc6334fbb60a285f2f4f4ba88150f099e6,/home/ubuntu/scripts_mutation/projects/RxJava/src/test/java/io/reactivex/internal/schedulers/SingleSchedulerTest.java,io.reactivex.internal.schedulers.SingleSchedulerTest,/home/ubuntu/scripts_mutation/projects/RxJava/src/main/java/io/reactivex/internal/schedulers/SingleScheduler.java,io.reactivex.internal.schedulers.SingleScheduler,0.5747126436781609,87.0,0.9508196721311476,1,1,0,0,0,0,0,0,218,1355.0349583510958,33,7,25,12,6,5,11,0,17,17,0.4761904761904762,1,0.25,2,2,1.5,8,6,0,2,23,0.0,126,414.68555767351125,38,10,29,29,0,0,36,36,0,0,-0.2857142857142857,0,0.0,0,2,0.0,9,0,0,0,18,0.0,0,0,0,0,0,0,0,0,0.6730333603918552,0.7291824056042565
RxJava,,be0353cc6334fbb60a285f2f4f4ba88150f099e6,/home/ubuntu/scripts_mutation/projects/RxJava/src/test/java/io/reactivex/internal/schedulers/SchedulerWhenTest.java,io.reactivex.internal.schedulers.SchedulerWhenTest,/home/ubuntu/scripts_mutation/projects/RxJava/src/main/java/io/reactivex/internal/schedulers/SchedulerWhen.java,io.reactivex.internal.schedulers.SchedulerWhen,1.0,23.0,1.0,1,1,0,0,0,0,0,0,348,2807.6517552100445,16,15,12,12,5,3,2,0,4,4,0.3333333333333333,0,0.35,1,1,0.0,4,5,0,3,8,0.0,396,1236.2719078682528,156,16,122,15,3,1,560,559,1,12,-0.03977272727272727,17,0.0196078431372549,0,3,1.25,34,3,0,3,63,0.0,0,0,0,0,0,1,0,0,0.7784036191610191,0.5820810825509184
RxJava,,be0353cc6334fbb60a285f2f4f4ba88150f099e6,/home/ubuntu/scripts_mutation/projects/RxJava/src/test/java/io/reactivex/subscribers/DefaultSubscriberTest.java,io.reactivex.subscribers.DefaultSubscriberTest,/home/ubuntu/scripts_mutation/projects/RxJava/src/main/java/io/reactivex/subscribers/DefaultSubscriber.java,io.reactivex.subscribers.DefaultSubscriber,0.13333333333333333,15.0,0.5333333333333333,1,0,0,0,0,0,0,0,116,1390.7993047939199,10,4,6,3,1,1,3,0,3,5,0.6666666666666666,1,0.75,0,0,2.0,4,1,0,0,7,0.0,64,169.26986674330172,5,4,4,4,0,0,0,0,0,0,1.0,0,0.0,0,0,0.0,1,0,0,0,1,0.012664659880101679,0,0,0,0,0,0,0,0,0.9161696135997772,0.8897119462490082
